team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Republic of Ireland,04 Jul  2018,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,04 Jul  2018,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,04 Jul  2018,85.0,83.0,35.0,83.0,83.0,7.0,35.0
United States,04 Jul  2018,76.0,74.0,24.0,76.0,75.0,6.0,24.0
Norway,04 Jul  2018,74.0,72.0,9.0,73.0,73.0,4.0,9.0
Paraguay,04 Jul  2018,75.0,72.0,3.0,74.0,73.0,4.0,3.0
Ukraine,04 Jul  2018,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,04 Jul  2018,83.0,76.0,20.0,78.0,80.0,5.0,20.0
Bulgaria,04 Jul  2018,69.0,67.0,1.0,63.0,67.0,5.0,1.0
Finland,04 Jul  2018,70.0,66.0,7.0,69.0,70.0,3.0,7.0
Scotland,04 Jul  2018,75.0,74.0,8.0,74.0,74.0,4.0,8.0
Romania,04 Jul  2018,74.0,69.0,9.0,71.0,72.0,5.0,9.0
Austria,04 Jul  2018,80.0,74.0,4.0,77.0,76.0,4.0,4.0
Wales,04 Jul  2018,76.0,74.0,12.0,76.0,75.0,4.0,12.0
Slovenia,04 Jul  2018,72.0,73.0,1.0,77.0,76.0,5.0,1.0
Ecuador,04 Jul  2018,74.0,69.0,5.0,69.0,71.0,5.0,5.0
Tunisia,04 Jul  2018,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,04 Jul  2018,74.0,72.0,1.0,73.0,73.0,2.0,1.0
Hungary,04 Jul  2018,71.0,73.0,2.0,72.0,72.0,4.0,2.0
China PR,04 Jul  2018,70.0,69.0,6.0,69.0,69.0,3.0,6.0
Netherlands,04 Jul  2018,80.0,79.0,25.0,79.0,79.0,8.0,25.0
Czech Republic,04 Jul  2018,73.0,72.0,6.0,74.0,73.0,5.0,6.0
South Africa,04 Jul  2018,71.0,70.0,0.0,70.0,71.0,4.0,0.0
New Zealand,04 Jul  2018,71.0,66.0,2.0,70.0,68.0,2.0,2.0
Côte d'Ivoire,04 Jul  2018,76.0,76.0,3.0,75.0,75.0,6.0,3.0
Chile,04 Jul  2018,78.0,77.0,27.0,80.0,78.0,7.0,27.0
Colombia,04 Jul  2018,82.0,77.0,23.0,79.0,79.0,7.0,23.0
Peru,04 Jul  2018,79.0,74.0,14.0,76.0,76.0,3.0,14.0
Egypt,04 Jul  2018,72.0,74.0,8.0,77.0,76.0,5.0,8.0
Venezuela,04 Jul  2018,76.0,72.0,12.0,72.0,73.0,2.0,12.0
Bolivia,04 Jul  2018,67.0,65.0,6.0,68.0,67.0,1.0,6.0
India,04 Jul  2018,62.0,60.0,5.0,60.0,61.0,1.0,5.0
Canada,04 Jul  2018,73.0,65.0,4.0,71.0,68.0,2.0,4.0
Saudi Arabia,04 Jul  2018,72.0,71.0,1.0,71.0,72.0,4.0,1.0
Iceland,04 Jul  2018,75.0,74.0,2.0,78.0,75.0,2.0,2.0
Morocco,04 Jul  2018,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,04 Jul  2018,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,04 Jul  2018,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,04 Jul  2018,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,04 Jul  2018,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,04 Jul  2018,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,03 Jul  2018,87.0,84.0,48.0,86.0,86.0,10.0,48.0
England,03 Jul  2018,83.0,80.0,24.0,81.0,81.0,8.0,24.0
Italy,03 Jul  2018,81.0,82.0,30.0,81.0,82.0,9.0,30.0
Spain,03 Jul  2018,84.0,85.0,32.0,86.0,85.0,9.0,32.0
France,03 Jul  2018,84.0,81.0,61.0,85.0,85.0,9.0,61.0
Germany,03 Jul  2018,85.0,85.0,63.0,85.0,86.0,10.0,63.0
Argentina,03 Jul  2018,86.0,80.0,38.0,81.0,84.0,9.0,38.0
Portugal,03 Jul  2018,85.0,82.0,37.0,83.0,84.0,8.0,37.0
Turkey,03 Jul  2018,79.0,76.0,12.0,77.0,76.0,6.0,12.0
Nigeria,03 Jul  2018,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,03 Jul  2018,77.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,03 Jul  2018,80.0,77.0,6.0,78.0,79.0,6.0,6.0
Mexico,03 Jul  2018,81.0,75.0,50.0,78.0,79.0,7.0,50.0
Uruguay,03 Jul  2018,86.0,80.0,12.0,77.0,80.0,7.0,12.0
Greece,03 Jul  2018,75.0,77.0,5.0,74.0,75.0,6.0,5.0
Croatia,03 Jul  2018,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,03 Jul  2018,80.0,73.0,2.0,72.0,74.0,5.0,2.0
Serbia,03 Jul  2018,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,03 Jul  2018,69.0,70.0,5.0,72.0,72.0,5.0,5.0
Switzerland,03 Jul  2018,76.0,77.0,6.0,78.0,78.0,5.0,6.0
Sweden,03 Jul  2018,78.0,77.0,8.0,76.0,77.0,5.0,8.0
Republic of Ireland,03 Jul  2018,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,03 Jul  2018,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,03 Jul  2018,85.0,83.0,35.0,83.0,83.0,7.0,35.0
United States,03 Jul  2018,76.0,74.0,24.0,76.0,75.0,6.0,24.0
Norway,03 Jul  2018,74.0,72.0,9.0,73.0,73.0,4.0,9.0
Paraguay,03 Jul  2018,75.0,72.0,3.0,74.0,73.0,4.0,3.0
Ukraine,03 Jul  2018,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,03 Jul  2018,83.0,76.0,20.0,78.0,80.0,5.0,20.0
Bulgaria,03 Jul  2018,69.0,67.0,1.0,63.0,67.0,5.0,1.0
Finland,03 Jul  2018,70.0,66.0,7.0,69.0,70.0,3.0,7.0
Scotland,03 Jul  2018,75.0,74.0,8.0,74.0,74.0,4.0,8.0
Romania,03 Jul  2018,74.0,69.0,9.0,71.0,72.0,5.0,9.0
Austria,03 Jul  2018,80.0,74.0,4.0,77.0,76.0,4.0,4.0
Wales,03 Jul  2018,76.0,74.0,12.0,76.0,75.0,4.0,12.0
Slovenia,03 Jul  2018,72.0,73.0,1.0,77.0,76.0,5.0,1.0
Ecuador,03 Jul  2018,74.0,69.0,5.0,69.0,71.0,5.0,5.0
Tunisia,03 Jul  2018,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,03 Jul  2018,74.0,72.0,1.0,73.0,73.0,2.0,1.0
Hungary,03 Jul  2018,71.0,73.0,2.0,72.0,72.0,4.0,2.0
China PR,03 Jul  2018,70.0,69.0,6.0,69.0,69.0,3.0,6.0
Netherlands,03 Jul  2018,80.0,79.0,25.0,79.0,79.0,8.0,25.0
Czech Republic,03 Jul  2018,73.0,72.0,6.0,74.0,73.0,5.0,6.0
South Africa,03 Jul  2018,71.0,70.0,0.0,70.0,71.0,4.0,0.0
New Zealand,03 Jul  2018,71.0,66.0,2.0,70.0,68.0,2.0,2.0
Côte d'Ivoire,03 Jul  2018,76.0,76.0,3.0,75.0,75.0,6.0,3.0
Chile,03 Jul  2018,78.0,77.0,27.0,80.0,78.0,7.0,27.0
Colombia,03 Jul  2018,82.0,77.0,23.0,79.0,79.0,7.0,23.0
Peru,03 Jul  2018,79.0,74.0,14.0,76.0,76.0,3.0,14.0
Egypt,03 Jul  2018,72.0,74.0,8.0,77.0,76.0,5.0,8.0
Venezuela,03 Jul  2018,76.0,72.0,12.0,72.0,73.0,2.0,12.0
Bolivia,03 Jul  2018,67.0,65.0,6.0,68.0,67.0,1.0,6.0
India,03 Jul  2018,62.0,60.0,5.0,60.0,61.0,1.0,5.0
Canada,03 Jul  2018,73.0,65.0,4.0,71.0,68.0,2.0,4.0
Saudi Arabia,03 Jul  2018,72.0,71.0,1.0,71.0,72.0,4.0,1.0
Iceland,03 Jul  2018,75.0,74.0,2.0,78.0,75.0,2.0,2.0
Morocco,03 Jul  2018,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,03 Jul  2018,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,03 Jul  2018,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,03 Jul  2018,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,03 Jul  2018,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,03 Jul  2018,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,01 Jul  2018,87.0,84.0,48.0,86.0,86.0,10.0,48.0
England,01 Jul  2018,83.0,80.0,24.0,81.0,81.0,8.0,24.0
Italy,01 Jul  2018,81.0,82.0,30.0,81.0,82.0,9.0,30.0
Spain,01 Jul  2018,84.0,85.0,32.0,86.0,85.0,9.0,32.0
France,01 Jul  2018,84.0,81.0,61.0,85.0,85.0,9.0,61.0
Germany,01 Jul  2018,85.0,85.0,63.0,85.0,86.0,10.0,63.0
Argentina,01 Jul  2018,86.0,80.0,38.0,81.0,84.0,9.0,38.0
Portugal,01 Jul  2018,88.0,82.0,37.0,83.0,84.0,8.0,37.0
Turkey,01 Jul  2018,79.0,76.0,12.0,77.0,76.0,6.0,12.0
Nigeria,01 Jul  2018,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,01 Jul  2018,77.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,01 Jul  2018,80.0,77.0,6.0,78.0,79.0,6.0,6.0
Mexico,01 Jul  2018,80.0,75.0,50.0,80.0,79.0,7.0,50.0
Uruguay,01 Jul  2018,86.0,80.0,12.0,77.0,80.0,7.0,12.0
Greece,01 Jul  2018,75.0,77.0,5.0,74.0,75.0,6.0,5.0
Croatia,01 Jul  2018,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,01 Jul  2018,80.0,73.0,2.0,72.0,74.0,5.0,2.0
Serbia,01 Jul  2018,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,01 Jul  2018,69.0,70.0,5.0,72.0,72.0,5.0,5.0
Switzerland,01 Jul  2018,76.0,77.0,6.0,78.0,78.0,5.0,6.0
Sweden,01 Jul  2018,78.0,77.0,8.0,76.0,77.0,5.0,8.0
Republic of Ireland,01 Jul  2018,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,01 Jul  2018,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,01 Jul  2018,85.0,83.0,35.0,83.0,83.0,7.0,35.0
United States,01 Jul  2018,76.0,74.0,24.0,76.0,75.0,6.0,24.0
Norway,01 Jul  2018,74.0,72.0,9.0,73.0,73.0,4.0,9.0
Paraguay,01 Jul  2018,75.0,72.0,3.0,74.0,73.0,4.0,3.0
Ukraine,01 Jul  2018,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,01 Jul  2018,83.0,76.0,20.0,78.0,80.0,5.0,20.0
Bulgaria,01 Jul  2018,69.0,67.0,1.0,63.0,67.0,5.0,1.0
Finland,01 Jul  2018,70.0,66.0,7.0,69.0,70.0,3.0,7.0
Scotland,01 Jul  2018,75.0,74.0,8.0,74.0,74.0,4.0,8.0
Romania,01 Jul  2018,74.0,69.0,9.0,71.0,72.0,5.0,9.0
Austria,01 Jul  2018,80.0,74.0,4.0,77.0,76.0,4.0,4.0
Wales,01 Jul  2018,76.0,74.0,12.0,76.0,75.0,4.0,12.0
Slovenia,01 Jul  2018,72.0,73.0,1.0,77.0,76.0,5.0,1.0
Ecuador,01 Jul  2018,74.0,69.0,5.0,69.0,71.0,5.0,5.0
Tunisia,01 Jul  2018,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,01 Jul  2018,74.0,72.0,1.0,73.0,73.0,2.0,1.0
Hungary,01 Jul  2018,71.0,73.0,2.0,72.0,72.0,4.0,2.0
China PR,01 Jul  2018,70.0,69.0,6.0,69.0,69.0,3.0,6.0
Netherlands,01 Jul  2018,80.0,79.0,25.0,79.0,79.0,8.0,25.0
Czech Republic,01 Jul  2018,73.0,72.0,6.0,74.0,73.0,5.0,6.0
South Africa,01 Jul  2018,71.0,70.0,0.0,70.0,71.0,4.0,0.0
New Zealand,01 Jul  2018,71.0,66.0,2.0,70.0,68.0,2.0,2.0
Côte d'Ivoire,01 Jul  2018,76.0,76.0,3.0,75.0,75.0,6.0,3.0
Chile,01 Jul  2018,78.0,77.0,27.0,80.0,78.0,7.0,27.0
Colombia,01 Jul  2018,82.0,77.0,23.0,79.0,79.0,7.0,23.0
Peru,01 Jul  2018,79.0,74.0,14.0,76.0,76.0,3.0,14.0
Egypt,01 Jul  2018,72.0,74.0,8.0,77.0,76.0,5.0,8.0
Venezuela,01 Jul  2018,76.0,72.0,12.0,72.0,73.0,2.0,12.0
Bolivia,01 Jul  2018,67.0,65.0,6.0,68.0,67.0,1.0,6.0
India,01 Jul  2018,62.0,60.0,5.0,60.0,61.0,1.0,5.0
Canada,01 Jul  2018,73.0,65.0,4.0,71.0,68.0,2.0,4.0
Saudi Arabia,01 Jul  2018,72.0,71.0,1.0,71.0,72.0,4.0,1.0
Iceland,01 Jul  2018,75.0,74.0,2.0,78.0,75.0,2.0,2.0
Morocco,01 Jul  2018,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,01 Jul  2018,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,01 Jul  2018,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,01 Jul  2018,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,01 Jul  2018,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,01 Jul  2018,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,29 Jun  2018,87.0,84.0,48.0,86.0,86.0,10.0,48.0
England,29 Jun  2018,83.0,80.0,24.0,81.0,81.0,8.0,24.0
Italy,29 Jun  2018,81.0,82.0,30.0,81.0,82.0,9.0,30.0
Spain,29 Jun  2018,84.0,85.0,32.0,86.0,85.0,9.0,32.0
France,29 Jun  2018,86.0,81.0,61.0,84.0,85.0,9.0,61.0
Germany,29 Jun  2018,85.0,85.0,63.0,85.0,86.0,10.0,63.0
Argentina,29 Jun  2018,87.0,81.0,38.0,84.0,84.0,9.0,38.0
Portugal,29 Jun  2018,88.0,82.0,37.0,83.0,84.0,8.0,37.0
Turkey,29 Jun  2018,79.0,76.0,12.0,77.0,76.0,6.0,12.0
Nigeria,29 Jun  2018,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,29 Jun  2018,77.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,29 Jun  2018,80.0,77.0,6.0,78.0,79.0,6.0,6.0
Mexico,29 Jun  2018,80.0,75.0,50.0,80.0,79.0,7.0,50.0
Uruguay,29 Jun  2018,86.0,80.0,12.0,77.0,80.0,7.0,12.0
Greece,29 Jun  2018,75.0,77.0,5.0,74.0,75.0,6.0,5.0
Croatia,29 Jun  2018,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,29 Jun  2018,80.0,73.0,2.0,72.0,74.0,5.0,2.0
Serbia,29 Jun  2018,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,29 Jun  2018,69.0,70.0,5.0,72.0,72.0,5.0,5.0
Switzerland,29 Jun  2018,76.0,77.0,6.0,78.0,78.0,5.0,6.0
Sweden,29 Jun  2018,78.0,77.0,8.0,76.0,77.0,5.0,8.0
Republic of Ireland,29 Jun  2018,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,29 Jun  2018,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,29 Jun  2018,85.0,83.0,35.0,83.0,83.0,7.0,35.0
United States,29 Jun  2018,76.0,74.0,24.0,76.0,75.0,6.0,24.0
Norway,29 Jun  2018,74.0,72.0,9.0,73.0,73.0,4.0,9.0
Paraguay,29 Jun  2018,75.0,72.0,3.0,74.0,73.0,4.0,3.0
Ukraine,29 Jun  2018,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,29 Jun  2018,83.0,76.0,20.0,78.0,80.0,5.0,20.0
Bulgaria,29 Jun  2018,69.0,67.0,1.0,63.0,67.0,5.0,1.0
Finland,29 Jun  2018,70.0,66.0,7.0,69.0,70.0,3.0,7.0
Scotland,29 Jun  2018,75.0,74.0,8.0,74.0,74.0,4.0,8.0
Romania,29 Jun  2018,74.0,69.0,9.0,71.0,72.0,5.0,9.0
Austria,29 Jun  2018,80.0,74.0,4.0,77.0,76.0,4.0,4.0
Wales,29 Jun  2018,76.0,74.0,12.0,76.0,75.0,4.0,12.0
Slovenia,29 Jun  2018,72.0,73.0,1.0,77.0,76.0,5.0,1.0
Ecuador,29 Jun  2018,74.0,69.0,5.0,69.0,71.0,5.0,5.0
Tunisia,29 Jun  2018,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,29 Jun  2018,74.0,72.0,1.0,73.0,73.0,2.0,1.0
Hungary,29 Jun  2018,71.0,73.0,2.0,72.0,72.0,4.0,2.0
China PR,29 Jun  2018,70.0,69.0,6.0,69.0,69.0,3.0,6.0
Netherlands,29 Jun  2018,80.0,79.0,25.0,79.0,79.0,8.0,25.0
Czech Republic,29 Jun  2018,73.0,72.0,6.0,74.0,73.0,5.0,6.0
South Africa,29 Jun  2018,71.0,70.0,0.0,70.0,71.0,4.0,0.0
New Zealand,29 Jun  2018,71.0,66.0,2.0,70.0,68.0,2.0,2.0
Côte d'Ivoire,29 Jun  2018,76.0,76.0,3.0,75.0,75.0,6.0,3.0
Chile,29 Jun  2018,78.0,77.0,27.0,80.0,78.0,7.0,27.0
Colombia,29 Jun  2018,82.0,77.0,23.0,79.0,79.0,7.0,23.0
Peru,29 Jun  2018,79.0,74.0,14.0,76.0,76.0,3.0,14.0
Egypt,29 Jun  2018,72.0,74.0,8.0,77.0,76.0,5.0,8.0
Venezuela,29 Jun  2018,76.0,72.0,12.0,72.0,73.0,2.0,12.0
Bolivia,29 Jun  2018,67.0,65.0,6.0,68.0,67.0,1.0,6.0
India,29 Jun  2018,62.0,60.0,5.0,60.0,61.0,1.0,5.0
Canada,29 Jun  2018,73.0,65.0,4.0,71.0,68.0,2.0,4.0
Saudi Arabia,29 Jun  2018,72.0,71.0,1.0,71.0,72.0,4.0,1.0
Iceland,29 Jun  2018,75.0,74.0,2.0,78.0,75.0,2.0,2.0
Morocco,29 Jun  2018,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,29 Jun  2018,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,29 Jun  2018,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,29 Jun  2018,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,29 Jun  2018,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,29 Jun  2018,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,28 Jun  2018,87.0,84.0,48.0,86.0,86.0,10.0,48.0
England,28 Jun  2018,83.0,80.0,24.0,81.0,81.0,8.0,24.0
Italy,28 Jun  2018,81.0,82.0,30.0,81.0,82.0,9.0,30.0
Spain,28 Jun  2018,84.0,85.0,32.0,86.0,85.0,9.0,32.0
France,28 Jun  2018,86.0,81.0,61.0,84.0,85.0,9.0,61.0
Germany,28 Jun  2018,85.0,85.0,63.0,85.0,86.0,10.0,63.0
Argentina,28 Jun  2018,87.0,81.0,38.0,84.0,84.0,9.0,38.0
Portugal,28 Jun  2018,88.0,82.0,37.0,83.0,84.0,8.0,37.0
Turkey,28 Jun  2018,79.0,76.0,12.0,77.0,76.0,6.0,12.0
Nigeria,28 Jun  2018,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,28 Jun  2018,77.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,28 Jun  2018,80.0,77.0,6.0,78.0,79.0,6.0,6.0
Mexico,28 Jun  2018,80.0,75.0,50.0,80.0,79.0,7.0,50.0
Uruguay,28 Jun  2018,86.0,80.0,12.0,77.0,80.0,7.0,12.0
Greece,28 Jun  2018,75.0,77.0,5.0,74.0,75.0,6.0,5.0
Croatia,28 Jun  2018,81.0,75.0,1.0,83.0,80.0,6.0,1.0
Cameroon,28 Jun  2018,80.0,73.0,2.0,72.0,74.0,5.0,2.0
Serbia,28 Jun  2018,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,28 Jun  2018,69.0,70.0,5.0,72.0,72.0,5.0,5.0
Switzerland,28 Jun  2018,76.0,77.0,6.0,78.0,78.0,5.0,6.0
Sweden,28 Jun  2018,78.0,77.0,8.0,76.0,77.0,5.0,8.0
Republic of Ireland,28 Jun  2018,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,28 Jun  2018,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,28 Jun  2018,85.0,83.0,35.0,83.0,83.0,7.0,35.0
United States,28 Jun  2018,76.0,74.0,24.0,76.0,75.0,6.0,24.0
Norway,28 Jun  2018,74.0,72.0,9.0,73.0,73.0,4.0,9.0
Paraguay,28 Jun  2018,75.0,72.0,3.0,74.0,73.0,4.0,3.0
Ukraine,28 Jun  2018,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,28 Jun  2018,83.0,76.0,20.0,78.0,80.0,5.0,20.0
Bulgaria,28 Jun  2018,69.0,67.0,1.0,63.0,67.0,5.0,1.0
Finland,28 Jun  2018,70.0,66.0,7.0,69.0,70.0,3.0,7.0
Scotland,28 Jun  2018,75.0,74.0,8.0,74.0,74.0,4.0,8.0
Romania,28 Jun  2018,74.0,69.0,9.0,71.0,72.0,5.0,9.0
Austria,28 Jun  2018,80.0,74.0,4.0,77.0,76.0,4.0,4.0
Wales,28 Jun  2018,76.0,74.0,12.0,76.0,75.0,4.0,12.0
Slovenia,28 Jun  2018,72.0,73.0,1.0,77.0,76.0,5.0,1.0
Ecuador,28 Jun  2018,74.0,69.0,5.0,69.0,71.0,5.0,5.0
Tunisia,28 Jun  2018,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,28 Jun  2018,74.0,72.0,1.0,73.0,73.0,2.0,1.0
Hungary,28 Jun  2018,71.0,73.0,2.0,72.0,72.0,4.0,2.0
China PR,28 Jun  2018,70.0,69.0,6.0,69.0,69.0,3.0,6.0
Netherlands,28 Jun  2018,80.0,79.0,25.0,79.0,79.0,8.0,25.0
Czech Republic,28 Jun  2018,73.0,72.0,6.0,74.0,73.0,5.0,6.0
South Africa,28 Jun  2018,71.0,70.0,0.0,70.0,71.0,4.0,0.0
New Zealand,28 Jun  2018,71.0,66.0,2.0,70.0,68.0,2.0,2.0
Côte d'Ivoire,28 Jun  2018,76.0,76.0,3.0,75.0,75.0,6.0,3.0
Chile,28 Jun  2018,78.0,77.0,27.0,80.0,78.0,7.0,27.0
Colombia,28 Jun  2018,82.0,77.0,23.0,79.0,79.0,7.0,23.0
Peru,28 Jun  2018,79.0,74.0,14.0,76.0,76.0,3.0,14.0
Egypt,28 Jun  2018,72.0,74.0,8.0,77.0,76.0,5.0,8.0
Venezuela,28 Jun  2018,76.0,72.0,12.0,72.0,73.0,2.0,12.0
Bolivia,28 Jun  2018,67.0,65.0,6.0,68.0,67.0,1.0,6.0
India,28 Jun  2018,62.0,60.0,5.0,60.0,61.0,1.0,5.0
Canada,28 Jun  2018,73.0,65.0,4.0,71.0,68.0,2.0,4.0
Saudi Arabia,28 Jun  2018,72.0,71.0,1.0,71.0,72.0,4.0,1.0
Iceland,28 Jun  2018,75.0,74.0,2.0,78.0,75.0,2.0,2.0
Morocco,28 Jun  2018,74.0,76.0,0.0,77.0,76.0,3.0,0.0
Senegal,28 Jun  2018,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,28 Jun  2018,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,28 Jun  2018,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,28 Jun  2018,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,28 Jun  2018,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,27 Jun  2018,87.0,84.0,48.0,86.0,86.0,10.0,48.0
England,27 Jun  2018,83.0,80.0,24.0,81.0,81.0,8.0,24.0
Italy,27 Jun  2018,81.0,82.0,30.0,81.0,82.0,9.0,30.0
Spain,27 Jun  2018,84.0,85.0,32.0,86.0,85.0,9.0,32.0
France,27 Jun  2018,86.0,81.0,61.0,84.0,85.0,9.0,61.0
Germany,27 Jun  2018,85.0,85.0,63.0,85.0,86.0,10.0,63.0
Argentina,27 Jun  2018,87.0,81.0,38.0,84.0,84.0,9.0,38.0
Portugal,27 Jun  2018,88.0,82.0,37.0,83.0,84.0,8.0,37.0
Turkey,27 Jun  2018,79.0,76.0,12.0,77.0,76.0,6.0,12.0
Nigeria,27 Jun  2018,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,27 Jun  2018,77.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,27 Jun  2018,80.0,77.0,6.0,78.0,79.0,6.0,6.0
Mexico,27 Jun  2018,80.0,76.0,50.0,80.0,79.0,7.0,50.0
Uruguay,27 Jun  2018,86.0,80.0,12.0,77.0,80.0,7.0,12.0
Greece,27 Jun  2018,75.0,77.0,5.0,74.0,75.0,6.0,5.0
Croatia,27 Jun  2018,81.0,75.0,1.0,83.0,80.0,6.0,1.0
Cameroon,27 Jun  2018,80.0,73.0,2.0,72.0,74.0,5.0,2.0
Serbia,27 Jun  2018,74.0,77.0,0.0,79.0,78.0,6.0,0.0
Australia,27 Jun  2018,69.0,70.0,5.0,72.0,72.0,5.0,5.0
Switzerland,27 Jun  2018,76.0,77.0,6.0,78.0,78.0,5.0,6.0
Sweden,27 Jun  2018,78.0,77.0,8.0,76.0,77.0,5.0,8.0
Republic of Ireland,27 Jun  2018,75.0,75.0,8.0,75.0,75.0,5.0,8.0
Korea Republic,27 Jun  2018,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,27 Jun  2018,85.0,83.0,35.0,83.0,83.0,7.0,35.0
United States,27 Jun  2018,76.0,74.0,24.0,76.0,75.0,6.0,24.0
Norway,27 Jun  2018,74.0,72.0,9.0,73.0,73.0,4.0,9.0
Paraguay,27 Jun  2018,75.0,72.0,3.0,74.0,73.0,4.0,3.0
Ukraine,27 Jun  2018,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,27 Jun  2018,83.0,76.0,20.0,78.0,80.0,5.0,20.0
Bulgaria,27 Jun  2018,69.0,67.0,1.0,63.0,67.0,5.0,1.0
Finland,27 Jun  2018,70.0,66.0,7.0,69.0,70.0,3.0,7.0
Scotland,27 Jun  2018,75.0,74.0,8.0,74.0,74.0,4.0,8.0
Romania,27 Jun  2018,74.0,69.0,9.0,71.0,72.0,5.0,9.0
Austria,27 Jun  2018,80.0,74.0,4.0,77.0,76.0,4.0,4.0
Wales,27 Jun  2018,76.0,74.0,12.0,76.0,75.0,4.0,12.0
Slovenia,27 Jun  2018,72.0,73.0,1.0,77.0,76.0,5.0,1.0
Ecuador,27 Jun  2018,74.0,69.0,5.0,69.0,71.0,5.0,5.0
Tunisia,27 Jun  2018,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,27 Jun  2018,74.0,72.0,1.0,73.0,73.0,2.0,1.0
Hungary,27 Jun  2018,71.0,73.0,2.0,72.0,72.0,4.0,2.0
China PR,27 Jun  2018,70.0,69.0,6.0,69.0,69.0,3.0,6.0
Netherlands,27 Jun  2018,80.0,79.0,25.0,79.0,79.0,8.0,25.0
