team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Republic of Ireland,04 Jul  2018,75.0,75.0,26.7,75.0,75.0,5.0,27.64
Korea Republic,04 Jul  2018,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,04 Jul  2018,85.0,83.0,26.72,83.0,83.0,7.0,26.91
United States,04 Jul  2018,76.0,74.0,25.48,76.0,75.0,6.0,25.36
Norway,04 Jul  2018,74.0,72.0,24.91,73.0,73.0,4.0,24.64
Paraguay,04 Jul  2018,75.0,72.0,27.96,74.0,73.0,4.0,30.64
Ukraine,04 Jul  2018,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,04 Jul  2018,83.0,76.0,26.43,78.0,80.0,5.0,27.0
Bulgaria,04 Jul  2018,69.0,67.0,26.87,63.0,67.0,5.0,26.27
Finland,04 Jul  2018,70.0,66.0,26.17,69.0,70.0,3.0,24.55
Scotland,04 Jul  2018,75.0,74.0,25.83,74.0,74.0,4.0,26.36
Romania,04 Jul  2018,74.0,69.0,26.04,71.0,72.0,5.0,27.09
Austria,04 Jul  2018,80.0,74.0,24.74,77.0,76.0,4.0,25.91
Wales,04 Jul  2018,76.0,74.0,25.65,76.0,75.0,4.0,27.18
Slovenia,04 Jul  2018,72.0,73.0,26.91,77.0,76.0,5.0,28.09
Ecuador,04 Jul  2018,74.0,69.0,24.48,70.0,71.0,5.0,24.55
Tunisia,04 Jul  2018,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,04 Jul  2018,74.0,72.0,27.09,73.0,73.0,2.0,28.18
Hungary,04 Jul  2018,73.0,74.0,26.61,72.0,73.0,4.0,26.36
China PR,04 Jul  2018,70.0,69.0,28.04,69.0,69.0,3.0,29.45
Netherlands,04 Jul  2018,80.0,79.0,24.3,79.0,79.0,8.0,23.82
Czech Republic,04 Jul  2018,73.0,72.0,24.83,74.0,73.0,5.0,25.0
South Africa,04 Jul  2018,71.0,70.0,25.78,70.0,71.0,4.0,26.91
New Zealand,04 Jul  2018,71.0,66.0,24.57,70.0,68.0,2.0,25.73
Côte d'Ivoire,04 Jul  2018,76.0,76.0,27.39,75.0,75.0,6.0,27.82
Chile,04 Jul  2018,78.0,77.0,29.35,80.0,78.0,7.0,29.73
Colombia,04 Jul  2018,82.0,77.0,27.15,79.0,79.0,7.0,26.0
Peru,04 Jul  2018,79.0,74.0,26.78,76.0,76.0,3.0,26.73
Egypt,04 Jul  2018,72.0,74.0,27.18,77.0,76.0,5.0,29.09
Venezuela,04 Jul  2018,76.0,72.0,24.09,72.0,73.0,2.0,24.36
Bolivia,04 Jul  2018,67.0,65.0,24.74,68.0,67.0,1.0,25.18
India,04 Jul  2018,61.0,61.0,24.91,60.0,61.0,1.0,25.45
Canada,04 Jul  2018,73.0,65.0,26.26,71.0,68.0,2.0,24.91
Saudi Arabia,04 Jul  2018,72.0,71.0,27.43,71.0,72.0,4.0,26.73
Iceland,04 Jul  2018,75.0,74.0,26.55,78.0,75.0,2.0,28.55
Morocco,04 Jul  2018,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,04 Jul  2018,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,04 Jul  2018,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,04 Jul  2018,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,04 Jul  2018,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,04 Jul  2018,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,03 Jul  2018,87.0,84.0,27.43,86.0,86.0,10.0,27.09
England,03 Jul  2018,83.0,80.0,25.88,81.0,81.0,8.0,24.64
Italy,03 Jul  2018,81.0,82.0,25.96,81.0,82.0,9.0,27.36
Spain,03 Jul  2018,84.0,85.0,27.18,86.0,85.0,9.0,27.27
France,03 Jul  2018,84.0,81.0,25.05,85.0,85.0,9.0,24.82
Germany,03 Jul  2018,85.0,85.0,24.9,85.0,86.0,10.0,26.55
Argentina,03 Jul  2018,86.0,80.0,27.63,81.0,84.0,9.0,28.45
Portugal,03 Jul  2018,85.0,82.0,26.68,83.0,84.0,8.0,26.64
Turkey,03 Jul  2018,79.0,76.0,27.04,77.0,76.0,6.0,26.45
Nigeria,03 Jul  2018,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,03 Jul  2018,77.0,76.0,25.95,79.0,78.0,5.0,25.82
Russia,03 Jul  2018,80.0,77.0,27.3,78.0,79.0,6.0,27.91
Mexico,03 Jul  2018,81.0,75.0,27.6,78.0,79.0,7.0,27.09
Uruguay,03 Jul  2018,86.0,80.0,26.88,77.0,80.0,7.0,25.91
Greece,03 Jul  2018,75.0,77.0,26.04,74.0,75.0,6.0,28.09
Croatia,03 Jul  2018,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,03 Jul  2018,80.0,73.0,25.22,72.0,75.0,5.0,24.45
Serbia,03 Jul  2018,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,03 Jul  2018,69.0,70.0,26.73,72.0,72.0,5.0,26.55
Switzerland,03 Jul  2018,76.0,77.0,25.66,78.0,78.0,5.0,26.64
Sweden,03 Jul  2018,78.0,77.0,26.24,76.0,77.0,5.0,27.55
Republic of Ireland,03 Jul  2018,75.0,75.0,26.7,75.0,75.0,5.0,27.64
Korea Republic,03 Jul  2018,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,03 Jul  2018,85.0,83.0,26.72,83.0,83.0,7.0,26.91
United States,03 Jul  2018,76.0,74.0,25.48,76.0,75.0,6.0,25.36
Norway,03 Jul  2018,74.0,72.0,24.91,73.0,73.0,4.0,24.64
Paraguay,03 Jul  2018,75.0,72.0,27.96,74.0,73.0,4.0,30.64
Ukraine,03 Jul  2018,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,03 Jul  2018,83.0,76.0,26.43,78.0,80.0,5.0,27.0
Bulgaria,03 Jul  2018,69.0,67.0,26.87,63.0,67.0,5.0,26.27
Finland,03 Jul  2018,70.0,66.0,26.17,69.0,70.0,3.0,24.55
Scotland,03 Jul  2018,75.0,74.0,25.83,74.0,74.0,4.0,26.36
Romania,03 Jul  2018,74.0,69.0,26.04,71.0,72.0,5.0,27.09
Austria,03 Jul  2018,80.0,74.0,24.74,77.0,76.0,4.0,25.91
Wales,03 Jul  2018,76.0,74.0,25.65,76.0,75.0,4.0,27.18
Slovenia,03 Jul  2018,72.0,73.0,26.91,77.0,76.0,5.0,28.09
Ecuador,03 Jul  2018,74.0,69.0,24.48,70.0,71.0,5.0,24.55
Tunisia,03 Jul  2018,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,03 Jul  2018,74.0,72.0,27.09,73.0,73.0,2.0,28.18
Hungary,03 Jul  2018,73.0,74.0,26.61,72.0,73.0,4.0,26.36
China PR,03 Jul  2018,70.0,69.0,28.04,69.0,69.0,3.0,29.45
Netherlands,03 Jul  2018,80.0,79.0,24.3,79.0,79.0,8.0,23.82
Czech Republic,03 Jul  2018,73.0,72.0,24.83,74.0,73.0,5.0,25.0
South Africa,03 Jul  2018,71.0,70.0,25.78,70.0,71.0,4.0,26.91
New Zealand,03 Jul  2018,71.0,66.0,24.57,70.0,68.0,2.0,25.73
Côte d'Ivoire,03 Jul  2018,76.0,76.0,27.39,75.0,75.0,6.0,27.82
Chile,03 Jul  2018,78.0,77.0,29.35,80.0,78.0,7.0,29.73
Colombia,03 Jul  2018,82.0,77.0,27.15,79.0,79.0,7.0,26.0
Peru,03 Jul  2018,79.0,74.0,26.78,76.0,76.0,3.0,26.73
Egypt,03 Jul  2018,72.0,74.0,27.18,77.0,76.0,5.0,29.09
Venezuela,03 Jul  2018,76.0,72.0,24.09,72.0,73.0,2.0,24.36
Bolivia,03 Jul  2018,67.0,65.0,24.74,68.0,67.0,1.0,25.18
India,03 Jul  2018,61.0,61.0,24.91,60.0,61.0,1.0,25.45
Canada,03 Jul  2018,73.0,65.0,26.26,71.0,68.0,2.0,24.91
Saudi Arabia,03 Jul  2018,72.0,71.0,27.43,71.0,72.0,4.0,26.73
Iceland,03 Jul  2018,75.0,74.0,26.55,78.0,75.0,2.0,28.55
Morocco,03 Jul  2018,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,03 Jul  2018,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,03 Jul  2018,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,03 Jul  2018,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,03 Jul  2018,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,03 Jul  2018,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,01 Jul  2018,87.0,84.0,27.43,86.0,86.0,10.0,26.91
England,01 Jul  2018,83.0,80.0,25.88,81.0,81.0,8.0,24.64
Italy,01 Jul  2018,81.0,82.0,25.96,81.0,82.0,9.0,27.36
Spain,01 Jul  2018,84.0,85.0,27.18,86.0,85.0,9.0,28.27
France,01 Jul  2018,84.0,81.0,25.05,85.0,85.0,9.0,24.82
Germany,01 Jul  2018,85.0,85.0,24.9,85.0,86.0,10.0,26.55
Argentina,01 Jul  2018,86.0,80.0,27.63,81.0,84.0,9.0,28.45
Portugal,01 Jul  2018,88.0,82.0,26.68,83.0,84.0,8.0,27.91
Turkey,01 Jul  2018,79.0,76.0,27.04,77.0,76.0,6.0,26.45
Nigeria,01 Jul  2018,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,01 Jul  2018,77.0,76.0,25.95,79.0,78.0,5.0,25.82
Russia,01 Jul  2018,80.0,77.0,27.3,78.0,79.0,6.0,27.91
Mexico,01 Jul  2018,80.0,75.0,27.6,80.0,79.0,7.0,26.18
Uruguay,01 Jul  2018,86.0,80.0,26.88,77.0,80.0,7.0,27.82
Greece,01 Jul  2018,75.0,77.0,26.04,74.0,75.0,6.0,28.09
Croatia,01 Jul  2018,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,01 Jul  2018,80.0,73.0,25.22,72.0,75.0,5.0,24.45
Serbia,01 Jul  2018,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,01 Jul  2018,69.0,70.0,26.73,72.0,72.0,5.0,26.55
Switzerland,01 Jul  2018,76.0,77.0,25.66,78.0,78.0,5.0,26.64
Sweden,01 Jul  2018,78.0,77.0,26.24,76.0,77.0,5.0,27.55
Republic of Ireland,01 Jul  2018,75.0,75.0,26.7,75.0,75.0,5.0,27.64
Korea Republic,01 Jul  2018,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,01 Jul  2018,85.0,83.0,26.72,83.0,83.0,7.0,26.91
United States,01 Jul  2018,76.0,74.0,25.48,76.0,75.0,6.0,25.36
Norway,01 Jul  2018,74.0,72.0,24.91,73.0,73.0,4.0,24.64
Paraguay,01 Jul  2018,75.0,72.0,27.96,74.0,73.0,4.0,30.64
Ukraine,01 Jul  2018,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,01 Jul  2018,83.0,76.0,26.43,78.0,80.0,5.0,27.0
Bulgaria,01 Jul  2018,69.0,67.0,26.87,63.0,67.0,5.0,26.27
Finland,01 Jul  2018,70.0,66.0,26.17,69.0,70.0,3.0,24.55
Scotland,01 Jul  2018,75.0,74.0,25.83,74.0,74.0,4.0,26.36
Romania,01 Jul  2018,74.0,69.0,26.04,71.0,72.0,5.0,27.09
Austria,01 Jul  2018,80.0,74.0,24.74,77.0,76.0,4.0,25.91
Wales,01 Jul  2018,76.0,74.0,25.65,76.0,75.0,4.0,27.18
Slovenia,01 Jul  2018,72.0,73.0,26.91,77.0,76.0,5.0,28.09
Ecuador,01 Jul  2018,74.0,69.0,24.48,70.0,71.0,5.0,24.55
Tunisia,01 Jul  2018,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,01 Jul  2018,74.0,72.0,27.09,73.0,73.0,2.0,28.18
Hungary,01 Jul  2018,73.0,74.0,26.61,72.0,73.0,4.0,26.36
China PR,01 Jul  2018,70.0,69.0,28.04,69.0,69.0,3.0,29.45
Netherlands,01 Jul  2018,80.0,79.0,24.3,79.0,79.0,8.0,23.82
Czech Republic,01 Jul  2018,73.0,72.0,24.83,74.0,73.0,5.0,25.0
South Africa,01 Jul  2018,71.0,70.0,25.78,70.0,71.0,4.0,26.91
New Zealand,01 Jul  2018,71.0,66.0,24.57,70.0,68.0,2.0,25.73
Côte d'Ivoire,01 Jul  2018,76.0,76.0,27.39,75.0,75.0,6.0,27.82
Chile,01 Jul  2018,78.0,77.0,29.35,80.0,78.0,7.0,29.73
Colombia,01 Jul  2018,82.0,77.0,27.15,79.0,79.0,7.0,26.0
Peru,01 Jul  2018,79.0,74.0,26.78,76.0,76.0,3.0,26.73
Egypt,01 Jul  2018,72.0,74.0,27.18,77.0,76.0,5.0,29.09
Venezuela,01 Jul  2018,76.0,72.0,24.09,72.0,73.0,2.0,24.36
Bolivia,01 Jul  2018,67.0,65.0,24.74,68.0,67.0,1.0,25.18
India,01 Jul  2018,61.0,61.0,24.91,60.0,61.0,1.0,25.45
Canada,01 Jul  2018,73.0,65.0,26.26,71.0,68.0,2.0,24.91
Saudi Arabia,01 Jul  2018,72.0,71.0,27.43,71.0,72.0,4.0,26.73
Iceland,01 Jul  2018,75.0,74.0,26.55,78.0,75.0,2.0,28.55
Morocco,01 Jul  2018,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,01 Jul  2018,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,01 Jul  2018,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,01 Jul  2018,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,01 Jul  2018,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,01 Jul  2018,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,29 Jun  2018,87.0,84.0,27.43,86.0,86.0,10.0,26.91
England,29 Jun  2018,83.0,80.0,25.88,81.0,81.0,8.0,24.64
Italy,29 Jun  2018,81.0,82.0,25.96,81.0,82.0,9.0,27.36
Spain,29 Jun  2018,84.0,85.0,27.18,86.0,85.0,9.0,28.27
France,29 Jun  2018,86.0,81.0,25.05,84.0,85.0,9.0,24.0
Germany,29 Jun  2018,85.0,85.0,24.9,85.0,86.0,10.0,26.55
Argentina,29 Jun  2018,87.0,81.0,27.63,84.0,84.0,9.0,29.18
Portugal,29 Jun  2018,88.0,82.0,26.68,83.0,84.0,8.0,27.91
Turkey,29 Jun  2018,79.0,76.0,27.04,77.0,76.0,6.0,26.45
Nigeria,29 Jun  2018,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,29 Jun  2018,77.0,76.0,25.95,79.0,78.0,5.0,25.82
Russia,29 Jun  2018,80.0,77.0,27.3,78.0,79.0,6.0,27.91
Mexico,29 Jun  2018,80.0,75.0,27.6,80.0,79.0,7.0,26.18
Uruguay,29 Jun  2018,86.0,80.0,26.88,77.0,80.0,7.0,27.82
Greece,29 Jun  2018,75.0,77.0,26.04,74.0,75.0,6.0,28.09
Croatia,29 Jun  2018,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,29 Jun  2018,80.0,73.0,25.22,72.0,75.0,5.0,24.45
Serbia,29 Jun  2018,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,29 Jun  2018,69.0,70.0,26.73,72.0,72.0,5.0,26.55
Switzerland,29 Jun  2018,76.0,77.0,25.66,78.0,78.0,5.0,26.64
Sweden,29 Jun  2018,78.0,77.0,26.24,76.0,77.0,5.0,27.55
Republic of Ireland,29 Jun  2018,75.0,75.0,26.7,75.0,75.0,5.0,27.64
Korea Republic,29 Jun  2018,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,29 Jun  2018,85.0,83.0,26.72,83.0,83.0,7.0,26.91
United States,29 Jun  2018,76.0,74.0,25.48,76.0,75.0,6.0,25.36
Norway,29 Jun  2018,74.0,72.0,24.91,73.0,73.0,4.0,24.64
Paraguay,29 Jun  2018,75.0,72.0,27.96,74.0,73.0,4.0,30.64
Ukraine,29 Jun  2018,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,29 Jun  2018,83.0,76.0,26.43,78.0,80.0,5.0,27.0
Bulgaria,29 Jun  2018,69.0,67.0,26.87,63.0,67.0,5.0,26.27
Finland,29 Jun  2018,70.0,66.0,26.17,69.0,70.0,3.0,24.55
Scotland,29 Jun  2018,75.0,74.0,25.83,74.0,74.0,4.0,26.36
Romania,29 Jun  2018,74.0,69.0,26.04,71.0,72.0,5.0,27.09
Austria,29 Jun  2018,80.0,74.0,24.74,77.0,76.0,4.0,25.91
Wales,29 Jun  2018,76.0,74.0,25.65,76.0,75.0,4.0,27.18
Slovenia,29 Jun  2018,72.0,73.0,26.91,77.0,76.0,5.0,28.09
Ecuador,29 Jun  2018,74.0,69.0,24.48,70.0,71.0,5.0,24.55
Tunisia,29 Jun  2018,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,29 Jun  2018,74.0,72.0,27.09,73.0,73.0,2.0,28.18
Hungary,29 Jun  2018,73.0,74.0,26.61,72.0,73.0,4.0,26.36
China PR,29 Jun  2018,70.0,69.0,28.04,69.0,69.0,3.0,29.45
Netherlands,29 Jun  2018,80.0,79.0,24.3,79.0,79.0,8.0,23.82
Czech Republic,29 Jun  2018,73.0,72.0,24.83,74.0,73.0,5.0,25.0
South Africa,29 Jun  2018,71.0,70.0,25.78,70.0,71.0,4.0,26.91
New Zealand,29 Jun  2018,71.0,66.0,24.57,70.0,68.0,2.0,25.73
Côte d'Ivoire,29 Jun  2018,76.0,76.0,27.39,75.0,75.0,6.0,27.82
Chile,29 Jun  2018,78.0,77.0,29.35,80.0,78.0,7.0,29.73
Colombia,29 Jun  2018,82.0,77.0,27.15,79.0,79.0,7.0,26.0
Peru,29 Jun  2018,79.0,74.0,26.78,76.0,76.0,3.0,26.73
Egypt,29 Jun  2018,72.0,74.0,27.18,77.0,76.0,5.0,29.09
Venezuela,29 Jun  2018,76.0,72.0,24.09,72.0,73.0,2.0,24.36
Bolivia,29 Jun  2018,67.0,65.0,24.74,68.0,67.0,1.0,25.18
India,29 Jun  2018,61.0,61.0,24.91,60.0,61.0,1.0,25.45
Canada,29 Jun  2018,73.0,65.0,26.26,71.0,68.0,2.0,24.91
Saudi Arabia,29 Jun  2018,72.0,71.0,27.43,71.0,72.0,4.0,26.73
Iceland,29 Jun  2018,75.0,74.0,26.55,78.0,75.0,2.0,28.55
Morocco,29 Jun  2018,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,29 Jun  2018,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,29 Jun  2018,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,29 Jun  2018,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,29 Jun  2018,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,29 Jun  2018,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,28 Jun  2018,87.0,84.0,27.43,86.0,86.0,10.0,26.91
England,28 Jun  2018,83.0,80.0,25.88,81.0,81.0,8.0,24.64
Italy,28 Jun  2018,81.0,82.0,25.96,81.0,82.0,9.0,27.36
Spain,28 Jun  2018,84.0,85.0,27.18,86.0,85.0,9.0,28.27
France,28 Jun  2018,86.0,81.0,25.05,84.0,85.0,9.0,24.0
Germany,28 Jun  2018,85.0,85.0,24.9,85.0,86.0,10.0,26.55
Argentina,28 Jun  2018,87.0,81.0,27.63,84.0,84.0,9.0,29.18
Portugal,28 Jun  2018,88.0,82.0,26.68,83.0,84.0,8.0,27.91
Turkey,28 Jun  2018,79.0,76.0,27.04,77.0,76.0,6.0,26.45
Nigeria,28 Jun  2018,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,28 Jun  2018,77.0,76.0,25.95,79.0,78.0,5.0,25.82
Russia,28 Jun  2018,80.0,77.0,27.3,78.0,79.0,6.0,27.91
Mexico,28 Jun  2018,80.0,75.0,27.6,80.0,79.0,7.0,26.18
Uruguay,28 Jun  2018,86.0,80.0,26.88,77.0,80.0,7.0,27.82
Greece,28 Jun  2018,75.0,77.0,26.04,74.0,75.0,6.0,28.09
Croatia,28 Jun  2018,81.0,75.0,25.76,83.0,80.0,6.0,25.91
Cameroon,28 Jun  2018,80.0,73.0,25.22,72.0,75.0,5.0,24.45
Serbia,28 Jun  2018,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,28 Jun  2018,69.0,70.0,26.73,72.0,72.0,5.0,26.55
Switzerland,28 Jun  2018,76.0,77.0,25.66,78.0,78.0,5.0,26.64
Sweden,28 Jun  2018,78.0,77.0,26.24,76.0,77.0,5.0,27.55
Republic of Ireland,28 Jun  2018,75.0,75.0,26.7,75.0,75.0,5.0,27.64
Korea Republic,28 Jun  2018,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,28 Jun  2018,85.0,83.0,26.72,83.0,83.0,7.0,26.91
United States,28 Jun  2018,76.0,74.0,25.48,76.0,75.0,6.0,25.36
Norway,28 Jun  2018,74.0,72.0,24.91,73.0,73.0,4.0,24.64
Paraguay,28 Jun  2018,75.0,72.0,27.96,74.0,73.0,4.0,30.64
Ukraine,28 Jun  2018,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,28 Jun  2018,83.0,76.0,26.43,78.0,80.0,5.0,27.0
Bulgaria,28 Jun  2018,69.0,67.0,26.87,63.0,67.0,5.0,26.27
Finland,28 Jun  2018,70.0,66.0,26.17,69.0,70.0,3.0,24.55
Scotland,28 Jun  2018,75.0,74.0,25.83,74.0,74.0,4.0,26.36
Romania,28 Jun  2018,74.0,69.0,26.04,71.0,72.0,5.0,27.09
Austria,28 Jun  2018,80.0,74.0,24.74,77.0,76.0,4.0,25.91
Wales,28 Jun  2018,76.0,74.0,25.65,76.0,75.0,4.0,27.18
Slovenia,28 Jun  2018,72.0,73.0,26.91,77.0,76.0,5.0,28.09
Ecuador,28 Jun  2018,74.0,69.0,24.48,70.0,71.0,5.0,24.55
Tunisia,28 Jun  2018,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,28 Jun  2018,74.0,72.0,27.09,73.0,73.0,2.0,28.18
Hungary,28 Jun  2018,73.0,74.0,26.61,72.0,73.0,4.0,26.36
China PR,28 Jun  2018,70.0,69.0,28.04,69.0,69.0,3.0,29.45
Netherlands,28 Jun  2018,80.0,79.0,24.3,79.0,79.0,8.0,23.82
Czech Republic,28 Jun  2018,73.0,72.0,24.83,74.0,73.0,5.0,25.0
South Africa,28 Jun  2018,71.0,70.0,25.78,70.0,71.0,4.0,26.91
New Zealand,28 Jun  2018,71.0,66.0,24.57,70.0,68.0,2.0,25.73
Côte d'Ivoire,28 Jun  2018,76.0,76.0,27.39,75.0,75.0,6.0,27.82
Chile,28 Jun  2018,78.0,77.0,29.35,80.0,78.0,7.0,29.73
Colombia,28 Jun  2018,82.0,77.0,27.15,79.0,79.0,7.0,26.0
Peru,28 Jun  2018,79.0,74.0,26.78,76.0,76.0,3.0,26.73
Egypt,28 Jun  2018,72.0,74.0,27.18,77.0,76.0,5.0,29.09
Venezuela,28 Jun  2018,76.0,72.0,24.09,72.0,73.0,2.0,24.36
Bolivia,28 Jun  2018,67.0,65.0,24.74,68.0,67.0,1.0,25.18
India,28 Jun  2018,61.0,61.0,24.91,60.0,61.0,1.0,25.45
Canada,28 Jun  2018,73.0,65.0,26.26,71.0,68.0,2.0,24.91
Saudi Arabia,28 Jun  2018,72.0,71.0,27.43,71.0,72.0,4.0,26.73
Iceland,28 Jun  2018,75.0,74.0,26.55,78.0,75.0,2.0,28.55
Morocco,28 Jun  2018,74.0,76.0,25.98,77.0,76.0,3.0,28.18
Senegal,28 Jun  2018,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,28 Jun  2018,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,28 Jun  2018,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,28 Jun  2018,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,28 Jun  2018,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,27 Jun  2018,87.0,84.0,27.43,86.0,86.0,10.0,26.91
England,27 Jun  2018,83.0,80.0,25.88,81.0,81.0,8.0,24.64
Italy,27 Jun  2018,81.0,82.0,25.96,81.0,82.0,9.0,27.36
Spain,27 Jun  2018,84.0,85.0,27.18,86.0,85.0,9.0,28.27
France,27 Jun  2018,86.0,81.0,25.05,84.0,85.0,9.0,24.0
Germany,27 Jun  2018,85.0,85.0,24.9,85.0,86.0,10.0,26.18
Argentina,27 Jun  2018,87.0,81.0,27.75,84.0,84.0,9.0,29.18
Portugal,27 Jun  2018,88.0,82.0,26.68,83.0,84.0,8.0,27.91
Turkey,27 Jun  2018,79.0,76.0,27.04,77.0,76.0,6.0,26.45
Nigeria,27 Jun  2018,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,27 Jun  2018,77.0,76.0,25.95,79.0,78.0,5.0,25.82
Russia,27 Jun  2018,80.0,77.0,27.3,78.0,79.0,6.0,27.91
Mexico,27 Jun  2018,80.0,76.0,27.6,80.0,79.0,7.0,27.18
Uruguay,27 Jun  2018,86.0,80.0,26.88,77.0,80.0,7.0,27.82
Greece,27 Jun  2018,75.0,77.0,26.04,74.0,75.0,6.0,28.09
Croatia,27 Jun  2018,81.0,75.0,25.76,83.0,80.0,6.0,25.91
Cameroon,27 Jun  2018,80.0,73.0,25.22,72.0,75.0,5.0,24.45
Serbia,27 Jun  2018,74.0,77.0,25.45,79.0,78.0,6.0,27.09
Australia,27 Jun  2018,69.0,70.0,26.73,72.0,72.0,5.0,26.55
Switzerland,27 Jun  2018,76.0,77.0,25.66,78.0,78.0,5.0,26.64
Sweden,27 Jun  2018,78.0,77.0,26.24,76.0,77.0,5.0,27.55
Republic of Ireland,27 Jun  2018,75.0,75.0,26.7,75.0,75.0,5.0,27.64
Korea Republic,27 Jun  2018,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,27 Jun  2018,85.0,83.0,26.72,83.0,83.0,7.0,26.91
United States,27 Jun  2018,76.0,74.0,25.48,76.0,75.0,6.0,25.36
Norway,27 Jun  2018,74.0,72.0,24.91,73.0,73.0,4.0,24.64
Paraguay,27 Jun  2018,75.0,72.0,27.96,74.0,73.0,4.0,30.64
Ukraine,27 Jun  2018,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,27 Jun  2018,83.0,76.0,26.43,78.0,80.0,5.0,27.0
Bulgaria,27 Jun  2018,69.0,67.0,26.87,63.0,67.0,5.0,26.27
Finland,27 Jun  2018,70.0,66.0,26.17,69.0,70.0,3.0,24.55
Scotland,27 Jun  2018,75.0,74.0,25.83,74.0,74.0,4.0,26.36
Romania,27 Jun  2018,74.0,69.0,26.04,71.0,72.0,5.0,27.09
Austria,27 Jun  2018,80.0,74.0,24.74,77.0,76.0,4.0,25.91
Wales,27 Jun  2018,76.0,74.0,25.65,76.0,75.0,4.0,27.18
Slovenia,27 Jun  2018,72.0,73.0,26.91,77.0,76.0,5.0,28.09
Ecuador,27 Jun  2018,74.0,69.0,24.48,70.0,71.0,5.0,24.55
Tunisia,27 Jun  2018,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,27 Jun  2018,74.0,72.0,27.09,73.0,73.0,2.0,28.18
Hungary,27 Jun  2018,73.0,74.0,26.61,72.0,73.0,4.0,26.36
China PR,27 Jun  2018,70.0,69.0,28.04,69.0,69.0,3.0,29.45
Netherlands,27 Jun  2018,80.0,79.0,24.3,79.0,79.0,8.0,23.82
